Label,Text
0,"excellent movie, excellent book. people think i can't like both, but they're two seperate things. and i love both.love it!i don't see what the problem is in liking both. ah, i like them both, too.a clockwork orange is one of the finest movies of all time, but i guess i still deserve to be shot.anyone who would even consider comparing the two should be kicked in the yarbles...they are such different films.who doesn'nt like a clockwork orangei was trying to figure out the title for a long time, and finally got a decent explaination. apparently it's a close reference to the uk slang for a slot machine. they call em' fruit machines (i just heard it used the other day in an arctic monkey's song!) and the fact it has inner workings like a clock. alex feels life is a gamble, etc etc.  any other theories?from the author's own words. even better! thanks.it has the best movie ending ever :)i watched it when i was maybe too young but i thought it was great!    though.. i wish i had watched it when it came out.. i am a bit desensitised    i think that the episode of the simpsons where bart dresses as alex is great too.. he looks really sweet! in a disturbing way?"
0,"love it!i don't see what the problem is in liking both. ah, i like them both, too.a clockwork orange is one of the finest movies of all time, but i guess i still deserve to be shot.anyone who would even consider comparing the two should be kicked in the yarbles...they are such different films.who doesn'nt like a clockwork orangei was trying to figure out the title for a long time, and finally got a decent explaination. apparently it's a close reference to the uk slang for a slot machine. they call em' fruit machines (i just heard it used the other day in an arctic monkey's song!) and the fact it has inner workings like a clock. alex feels life is a gamble, etc etc.  any other theories?from the author's own words. even better! thanks.it has the best movie ending ever :)i watched it when i was maybe too young but i thought it was great!    though.. i wish i had watched it when it came out.. i am a bit desensitised    i think that the episode of the simpsons where bart dresses as alex is great too.. he looks really sweet! in a disturbing way?fukn legendary movie"
0,"a clockwork orange is one of the finest movies of all time, but i guess i still deserve to be shot.anyone who would even consider comparing the two should be kicked in the yarbles...they are such different films.who doesn'nt like a clockwork orangei was trying to figure out the title for a long time, and finally got a decent explaination. apparently it's a close reference to the uk slang for a slot machine. they call em' fruit machines (i just heard it used the other day in an arctic monkey's song!) and the fact it has inner workings like a clock. alex feels life is a gamble, etc etc.  any other theories?from the author's own words. even better! thanks.it has the best movie ending ever :)i watched it when i was maybe too young but i thought it was great!    though.. i wish i had watched it when it came out.. i am a bit desensitised    i think that the episode of the simpsons where bart dresses as alex is great too.. he looks really sweet! in a disturbing way?fukn legendary movieread the book...it was awesome, , and the movie of course, kicked serious ass, , though i wish there were some more prison scenes like the book had.oh ya, there's just something special about a clockwork orange, there's nothing else like it...not even close."
0,"anyone who would even consider comparing the two should be kicked in the yarbles...they are such different films.who doesn'nt like a clockwork orangei was trying to figure out the title for a long time, and finally got a decent explaination. apparently it's a close reference to the uk slang for a slot machine. they call em' fruit machines (i just heard it used the other day in an arctic monkey's song!) and the fact it has inner workings like a clock. alex feels life is a gamble, etc etc.  any other theories?from the author's own words. even better! thanks.it has the best movie ending ever :)i watched it when i was maybe too young but i thought it was great!    though.. i wish i had watched it when it came out.. i am a bit desensitised    i think that the episode of the simpsons where bart dresses as alex is great too.. he looks really sweet! in a disturbing way?fukn legendary movieread the book...it was awesome, , and the movie of course, kicked serious ass, , though i wish there were some more prison scenes like the book had.oh ya, there's just something special about a clockwork orange, there's nothing else like it...not even close.i just like that movie..."
0,"who doesn'nt like a clockwork orangei was trying to figure out the title for a long time, and finally got a decent explaination. apparently it's a close reference to the uk slang for a slot machine. they call em' fruit machines (i just heard it used the other day in an arctic monkey's song!) and the fact it has inner workings like a clock. alex feels life is a gamble, etc etc.  any other theories?from the author's own words. even better! thanks.it has the best movie ending ever :)i watched it when i was maybe too young but i thought it was great!    though.. i wish i had watched it when it came out.. i am a bit desensitised    i think that the episode of the simpsons where bart dresses as alex is great too.. he looks really sweet! in a disturbing way?fukn legendary movieread the book...it was awesome, , and the movie of course, kicked serious ass, , though i wish there were some more prison scenes like the book had.oh ya, there's just something special about a clockwork orange, there's nothing else like it...not even close.i just like that movie...i loved this movie, i have only seen it once but whoa. great acting too :)"
0,"i was trying to figure out the title for a long time, and finally got a decent explaination. apparently it's a close reference to the uk slang for a slot machine. they call em' fruit machines (i just heard it used the other day in an arctic monkey's song!) and the fact it has inner workings like a clock. alex feels life is a gamble, etc etc.  any other theories?from the author's own words. even better! thanks.it has the best movie ending ever :)i watched it when i was maybe too young but i thought it was great!    though.. i wish i had watched it when it came out.. i am a bit desensitised    i think that the episode of the simpsons where bart dresses as alex is great too.. he looks really sweet! in a disturbing way?fukn legendary movieread the book...it was awesome, , and the movie of course, kicked serious ass, , though i wish there were some more prison scenes like the book had.oh ya, there's just something special about a clockwork orange, there's nothing else like it...not even close.i just like that movie...i loved this movie, i have only seen it once but whoa. great acting too :)one of my favorites of all time and how about the music"
0,"from the author's own words. even better! thanks.it has the best movie ending ever :)i watched it when i was maybe too young but i thought it was great!    though.. i wish i had watched it when it came out.. i am a bit desensitised    i think that the episode of the simpsons where bart dresses as alex is great too.. he looks really sweet! in a disturbing way?fukn legendary movieread the book...it was awesome, , and the movie of course, kicked serious ass, , though i wish there were some more prison scenes like the book had.oh ya, there's just something special about a clockwork orange, there's nothing else like it...not even close.i just like that movie...i loved this movie, i have only seen it once but whoa. great acting too :)one of my favorites of all time and how about the musicalex: there was me, that is alex, and my three droogs, that is pete, georgie, and dim, and we sat in the korova milkbar trying to make up our rassoodocks what to do with the evening. the korova milkbar sold milk-plus, milk plus vellocet or synthemesc or drencrom, which is what we were drinking. this would sharpen you up and make you ready for a bit of the old ultra-violence.    i wish we had a korova milkbar here ... with pat roach as a bouncer.    alex: excuse me, mrs. can you please help? there's been a terrible accident! my friend's in the middle of the road bleeding to death! can i please use your telephone for an ambulance?"
0,"it has the best movie ending ever :)i watched it when i was maybe too young but i thought it was great!    though.. i wish i had watched it when it came out.. i am a bit desensitised    i think that the episode of the simpsons where bart dresses as alex is great too.. he looks really sweet! in a disturbing way?fukn legendary movieread the book...it was awesome, , and the movie of course, kicked serious ass, , though i wish there were some more prison scenes like the book had.oh ya, there's just something special about a clockwork orange, there's nothing else like it...not even close.i just like that movie...i loved this movie, i have only seen it once but whoa. great acting too :)one of my favorites of all time and how about the musicalex: there was me, that is alex, and my three droogs, that is pete, georgie, and dim, and we sat in the korova milkbar trying to make up our rassoodocks what to do with the evening. the korova milkbar sold milk-plus, milk plus vellocet or synthemesc or drencrom, which is what we were drinking. this would sharpen you up and make you ready for a bit of the old ultra-violence.    i wish we had a korova milkbar here ... with pat roach as a bouncer.    alex: excuse me, mrs. can you please help? there's been a terrible accident! my friend's in the middle of the road bleeding to death! can i please use your telephone for an ambulance?of course what a great movie cant believe it was banned for so long, i see worse on the news, a what an ending"
0,"i watched it when i was maybe too young but i thought it was great!    though.. i wish i had watched it when it came out.. i am a bit desensitised    i think that the episode of the simpsons where bart dresses as alex is great too.. he looks really sweet! in a disturbing way?fukn legendary movieread the book...it was awesome, , and the movie of course, kicked serious ass, , though i wish there were some more prison scenes like the book had.oh ya, there's just something special about a clockwork orange, there's nothing else like it...not even close.i just like that movie...i loved this movie, i have only seen it once but whoa. great acting too :)one of my favorites of all time and how about the musicalex: there was me, that is alex, and my three droogs, that is pete, georgie, and dim, and we sat in the korova milkbar trying to make up our rassoodocks what to do with the evening. the korova milkbar sold milk-plus, milk plus vellocet or synthemesc or drencrom, which is what we were drinking. this would sharpen you up and make you ready for a bit of the old ultra-violence.    i wish we had a korova milkbar here ... with pat roach as a bouncer.    alex: excuse me, mrs. can you please help? there's been a terrible accident! my friend's in the middle of the road bleeding to death! can i please use your telephone for an ambulance?of course what a great movie cant believe it was banned for so long, i see worse on the news, a what an ending(whispers: i prefer the book)"
0,"fukn legendary movieread the book...it was awesome, , and the movie of course, kicked serious ass, , though i wish there were some more prison scenes like the book had.oh ya, there's just something special about a clockwork orange, there's nothing else like it...not even close.i just like that movie...i loved this movie, i have only seen it once but whoa. great acting too :)one of my favorites of all time and how about the musicalex: there was me, that is alex, and my three droogs, that is pete, georgie, and dim, and we sat in the korova milkbar trying to make up our rassoodocks what to do with the evening. the korova milkbar sold milk-plus, milk plus vellocet or synthemesc or drencrom, which is what we were drinking. this would sharpen you up and make you ready for a bit of the old ultra-violence.    i wish we had a korova milkbar here ... with pat roach as a bouncer.    alex: excuse me, mrs. can you please help? there's been a terrible accident! my friend's in the middle of the road bleeding to death! can i please use your telephone for an ambulance?of course what a great movie cant believe it was banned for so long, i see worse on the news, a what an ending(whispers: i prefer the book)what part are you going for? alex, i hope :)    it's really hard to find other books like acwo... the kinds of things that come up as 'similar' to it are catch-22, 1984, catcher in the rye, slaughterhouse-5... you could do something from one flew over the cuckoo's nest, but i really wouldn't know which part. or something from the wasp factory?    there are some fair monologues in american psycho, although i guess bateman isn't close enough to an 'alex' to convince your teachers you could play the part...      bravo to your school though; edgy play to attempt!!"
0,"read the book...it was awesome, , and the movie of course, kicked serious ass, , though i wish there were some more prison scenes like the book had.oh ya, there's just something special about a clockwork orange, there's nothing else like it...not even close.i just like that movie...i loved this movie, i have only seen it once but whoa. great acting too :)one of my favorites of all time and how about the musicalex: there was me, that is alex, and my three droogs, that is pete, georgie, and dim, and we sat in the korova milkbar trying to make up our rassoodocks what to do with the evening. the korova milkbar sold milk-plus, milk plus vellocet or synthemesc or drencrom, which is what we were drinking. this would sharpen you up and make you ready for a bit of the old ultra-violence.    i wish we had a korova milkbar here ... with pat roach as a bouncer.    alex: excuse me, mrs. can you please help? there's been a terrible accident! my friend's in the middle of the road bleeding to death! can i please use your telephone for an ambulance?of course what a great movie cant believe it was banned for so long, i see worse on the news, a what an ending(whispers: i prefer the book)what part are you going for? alex, i hope :)    it's really hard to find other books like acwo... the kinds of things that come up as 'similar' to it are catch-22, 1984, catcher in the rye, slaughterhouse-5... you could do something from one flew over the cuckoo's nest, but i really wouldn't know which part. or something from the wasp factory?    there are some fair monologues in american psycho, although i guess bateman isn't close enough to an 'alex' to convince your teachers you could play the part...      bravo to your school though; edgy play to attempt!!sorry, didn't notice: you're a girl! :p doesn't mean you can't play alex... he is meant to be 15, so maybe 18 y/o boys will be too mature ;)    if you're not going for that part, may i ask what are you going for?"
0,"i just like that movie...i loved this movie, i have only seen it once but whoa. great acting too :)one of my favorites of all time and how about the musicalex: there was me, that is alex, and my three droogs, that is pete, georgie, and dim, and we sat in the korova milkbar trying to make up our rassoodocks what to do with the evening. the korova milkbar sold milk-plus, milk plus vellocet or synthemesc or drencrom, which is what we were drinking. this would sharpen you up and make you ready for a bit of the old ultra-violence.    i wish we had a korova milkbar here ... with pat roach as a bouncer.    alex: excuse me, mrs. can you please help? there's been a terrible accident! my friend's in the middle of the road bleeding to death! can i please use your telephone for an ambulance?of course what a great movie cant believe it was banned for so long, i see worse on the news, a what an ending(whispers: i prefer the book)what part are you going for? alex, i hope :)    it's really hard to find other books like acwo... the kinds of things that come up as 'similar' to it are catch-22, 1984, catcher in the rye, slaughterhouse-5... you could do something from one flew over the cuckoo's nest, but i really wouldn't know which part. or something from the wasp factory?    there are some fair monologues in american psycho, although i guess bateman isn't close enough to an 'alex' to convince your teachers you could play the part...      bravo to your school though; edgy play to attempt!!sorry, didn't notice: you're a girl! :p doesn't mean you can't play alex... he is meant to be 15, so maybe 18 y/o boys will be too mature ;)    if you're not going for that part, may i ask what are you going for?you can absolutely be alex as a girl...i dressed as him for halloween two years in a row...i had to improvise with the costume though...you'ld be amazed at how much attention a girl in a jock strap over white quilted long johns get...i was amazed however at how small the population of people that know this movie is. everyone i know has seen it, but people would ask what are you, i'd tell them and get this blank stare...felt like beating the crap out of them with my walking stick!!!    welly welly.that rocks....did he pass out holding the cane like that ? wow he really go into the role!"
0,"i loved this movie, i have only seen it once but whoa. great acting too :)one of my favorites of all time and how about the musicalex: there was me, that is alex, and my three droogs, that is pete, georgie, and dim, and we sat in the korova milkbar trying to make up our rassoodocks what to do with the evening. the korova milkbar sold milk-plus, milk plus vellocet or synthemesc or drencrom, which is what we were drinking. this would sharpen you up and make you ready for a bit of the old ultra-violence.    i wish we had a korova milkbar here ... with pat roach as a bouncer.    alex: excuse me, mrs. can you please help? there's been a terrible accident! my friend's in the middle of the road bleeding to death! can i please use your telephone for an ambulance?of course what a great movie cant believe it was banned for so long, i see worse on the news, a what an ending(whispers: i prefer the book)what part are you going for? alex, i hope :)    it's really hard to find other books like acwo... the kinds of things that come up as 'similar' to it are catch-22, 1984, catcher in the rye, slaughterhouse-5... you could do something from one flew over the cuckoo's nest, but i really wouldn't know which part. or something from the wasp factory?    there are some fair monologues in american psycho, although i guess bateman isn't close enough to an 'alex' to convince your teachers you could play the part...      bravo to your school though; edgy play to attempt!!sorry, didn't notice: you're a girl! :p doesn't mean you can't play alex... he is meant to be 15, so maybe 18 y/o boys will be too mature ;)    if you're not going for that part, may i ask what are you going for?you can absolutely be alex as a girl...i dressed as him for halloween two years in a row...i had to improvise with the costume though...you'ld be amazed at how much attention a girl in a jock strap over white quilted long johns get...i was amazed however at how small the population of people that know this movie is. everyone i know has seen it, but people would ask what are you, i'd tell them and get this blank stare...felt like beating the crap out of them with my walking stick!!!    welly welly.that rocks....did he pass out holding the cane like that ? wow he really go into the role!last halloween i dressed up as one of the students in battle royal... ah, nothing sexier than a school uniform covered in blood. most people didnt get who i was meant to be, so i beat them with my plastic axe. ah, happy days..."
0,"one of my favorites of all time and how about the musicalex: there was me, that is alex, and my three droogs, that is pete, georgie, and dim, and we sat in the korova milkbar trying to make up our rassoodocks what to do with the evening. the korova milkbar sold milk-plus, milk plus vellocet or synthemesc or drencrom, which is what we were drinking. this would sharpen you up and make you ready for a bit of the old ultra-violence.    i wish we had a korova milkbar here ... with pat roach as a bouncer.    alex: excuse me, mrs. can you please help? there's been a terrible accident! my friend's in the middle of the road bleeding to death! can i please use your telephone for an ambulance?of course what a great movie cant believe it was banned for so long, i see worse on the news, a what an ending(whispers: i prefer the book)what part are you going for? alex, i hope :)    it's really hard to find other books like acwo... the kinds of things that come up as 'similar' to it are catch-22, 1984, catcher in the rye, slaughterhouse-5... you could do something from one flew over the cuckoo's nest, but i really wouldn't know which part. or something from the wasp factory?    there are some fair monologues in american psycho, although i guess bateman isn't close enough to an 'alex' to convince your teachers you could play the part...      bravo to your school though; edgy play to attempt!!sorry, didn't notice: you're a girl! :p doesn't mean you can't play alex... he is meant to be 15, so maybe 18 y/o boys will be too mature ;)    if you're not going for that part, may i ask what are you going for?you can absolutely be alex as a girl...i dressed as him for halloween two years in a row...i had to improvise with the costume though...you'ld be amazed at how much attention a girl in a jock strap over white quilted long johns get...i was amazed however at how small the population of people that know this movie is. everyone i know has seen it, but people would ask what are you, i'd tell them and get this blank stare...felt like beating the crap out of them with my walking stick!!!    welly welly.that rocks....did he pass out holding the cane like that ? wow he really go into the role!last halloween i dressed up as one of the students in battle royal... ah, nothing sexier than a school uniform covered in blood. most people didnt get who i was meant to be, so i beat them with my plastic axe. ah, happy days...gorgosity!!!"
