TEXT,ANSWER
"(T intereso?) HAHAHA broma ^^ r n serio? muchas? :S r u.u no seras d ""esos"" chicos u00bfno?  xD interesar es muy diferente a ir a tener algo",0.0
(btw yes my neice is really called renezmee)........Hmmmm summer time (again) and the bees are all around u how do u get round them? ignore them,0.0
(girls) do u like ur bf brushing ur hair?r (boys) do u like brushing ur gfs hair? yes  It's intamante,0.0
(girls) when you feel then sensation to touch boys.. what do you do?r (boys) when do u feel the sensation to touch a girl? wat do you do?r People who wanna answer both then sure! :-) When it's a girl  I always ask if I can kiss her if it;s a man  I just reach out and kiss him,0.0
(girls)Can you belly dance?r (guys)can you break dance? haha no,0.0
(salt or pepper) (sweet or sour) (fruit or veggies) (boys or girls) (books or movies) (summer or winter) ?? Pepper  sweet  fruit  girls   movies   summer,0.0
(this one is bothering me a bit.) Why does it seem like most everyone wants to knwo if the world will end in 2012? Are we going to fear it till it's over like Y2K? yup probably,0.0
(zack) i been good. its been a long time yeahhhh...,0.0
) : I'm calling you in a minute. :o,0.0
) :) :) :) :) ::) ask something? :),0.0
) :)),0.0
) :D,0.0
) =],0.0
) Are you currently happy in your life right now? Im a very happy person but I could definantly be happier with some different aspects i my life.,0.0
) hey i agree with her (V) you are really pretty! :D thankyou  your soo nice :)!!,0.0
) i dooo talk to you  kinda ohhh hah  then y do u sigh?,0.0
) smiles smile why cause u mentioned her name no thats nothing to smile about =(,0.0
))))))))))): ]:l,0.0
): [,0.0
): [:l,0.0
* Superman :] gotta Love Him,0.0
* rephrased* would you passionatly kiss the last person of the opersite sex you saw ( that is not a family member ) ? sure my Boss is Pretty,0.3333333333333333
******************MEOWWW************************* *RAWR*?,0.0
**bitch*** lol VVV .,1.0
*KISS BACK* lol u2665u2665 ...,0.0
*POOF* Your in prison... Why are you there? i killed a man.,0.0
*Tapping*  u should sing to me=p *sings*r God knows that you're a sexy thang r It's taking everything in me r Not to kiss you over under r r Feel your inside feel my thunder r How the hell could I not want you r r Girl you don't have to be a thang r I'll wait for you  You wait for me r Cuz true love's insisting r We don't have to rush at allr r These are the times we all wish for r The moment when less means so much more r We don't have to do a thing at all r We can take our time and talk r And this is the way things need to be r No pressure from you and none from me r Just let the mood set the moment off r We can make love or not at allr r Been thinking bout you all the time r Morning noon and supper time r Tear you up in little pieces r Swallow you like reeses pieces r Come on girl you know I need itr r lol its kinda boring singing to myself you know lmao,0.0
*hugs*sorry about your weird/freaky dream.that was an odd & bloody one:-Oi dont want you to explode.if i were there i would have disengaged the bomb.and kicked your manager's ass.all with my super secret spy skills:-)*more hugs* ill comfort you tonight:-) Thank you!!! I don't think I did explode  but I would have if reality hadn't have slept in :( If you die in your dream  thats when they say you actually die in real life isn't it? You are welcome to kick his ass  although I think he is dead now (in my dream  not really lol). So  at least it saves you getting hurt  even if my arms were sliced up with his knife :(,0.0
*kisses you on the lips* *turns face* i dont kiss people i dont know =/,0.0
*kisses* muah! ;D ahaha ;P wanna know more? just ask ;),0.0
*lifts head and puts flannel over her nose* .. See what happens when you ankle tap people! ?? .. I hope you know I'm suing your ass for .................... something! lol .. How long can you manage to run for ?? .. lol i sooo dont run lady unless you have my wallet then ill chase yah lol,0.0
*wear* ?mm,0.0
*you're JEEZE! *Jesus.,0.0
+favorite 8th graders from any school niki alexa and aubrie<33,0.0
-  If You Want Me To Spam You Ask  - nah thanks ;D,0.3333333333333333
- Aha Yuhhhp  Welll Forr Now Till' iChanqqe dahh pic ( : hahaha fasho so wasup lol:),0.0
- Lmbo (vv] Once aqen hayley stank ass startinq with people . aha . don`t waist you`re time on her she ODEEE soft . she qnna run away . lol and k she lamesz,0.6666666666666666
- Nothhinnqq chillinnq boreddd; Assss fucckk! hahaha oh lol:),0.0
- Ohh dahh succkksss hehe yup i know im home alone lol:),0.0
- Ohh danqq thatt succkkzs ;; i know but it kool i least im makin money hehe lol:),0.0
- Ohh wahh. Me too haha really so wat chu think of lol:),0.0
- Suhhp ( : sup  damn there three of you lol:),0.0
- YO fAt ASS ! Yodda!,0.6666666666666666
- Yeahhh ehht; SUckkss buhht anyway wbu ?? hahaha oh nuttin just here hella bored as well lol:),0.0
- ilOVEU fAtASS ! <3 love yew 2,0.3333333333333333
- lOll; Nothhinqq oh hahaha why nuttin lol:),0.0
- spam me . okies,0.0
- who do you get along with better your mom or dad ? both but my dad i think the most,0.0
- yeahhh un-likee mee dO nOthhinnqq andd be uhh lazyy ass ! aha hahha yes i was bein a lazy ass lol:),0.0
- your bomb too<3 awww thank sexy:),0.0
---fuck me--- hah... nah stranger;),0.3333333333333333
-.- you're pictures aren't on photonucket.r I just checked. yeahhh me to  except i guess if they were i dont think they would be under my name or whatever  so idk how we would find them,0.0
-Haa you guessedd righhtttt:Dr its Maryyyy(: ahhh ilovee this picture!!!!!!!!!! mayb becuase youhr in it babe<3 Off courrseeee dudee hahahahaha!!!! Awhhh lol! i think i love it 2 chuz im in it lol!!!! jk! i love yuh!!,0.0
-Hellz yeahh(: of course i'm qoinqq i wannah b with you quy's  like duhh<3 ahahaha!!!(: It wuzz funn!(: lmao<3,0.0
-Nothhinnqq chilllinnqq. hOw bOutt yOuuhhh cutiee <$$/[[; oh nice me just posted hella tried from work lol:),0.0
-O Someone is smart...and smarter than my memory apparently. I thought it was Piper  but I was getting muddled up.  Is 'Innocents and Alleys  don't they ever learn' better or not as good as 'I'm being stalked by psycho killers and I hide in the shower'? I have no idea lol! All the episodes of charmed kind of bleed into one :P They are all good though  and Charmed  Buffy  Angel  Skins etc etc are like one long TV show  I don't really think of them as individual eps :),0.0
-___- just go look  please nahhhhhhh.,0.0
-ilovee youuu bestfranhdd(: haa guesss whooo.... ilovee maryyy rosseeee hickkksss!!!! LOL!,0.3333333333333333
-lolss yall hoess desperatee ass fuckk myy niggahh dont want yall brahh get real lmao deep throat hoee yew nastyy dhat shxt aint ckutee watchh yew gon catchh sum shxt hoe like seriouslyy dhat aint ckute anywayss sliden daddyy.* lmfao iFeel ya,0.6666666666666666
-puts on ladygaga wig- Ba rah rah rack obama. Ba rah rah rack obama. Ba rah rah rack Obama.. who killed our taxes! lmfao. C:< I love Glozell. I hate her  LMAO,0.0
-question- i like questions please feel free to ask more.,0.0
-rape- correction.........sex..........its not rape if i enjoy it ;) lol,0.0
-rape- o.O accepts......wait wat?,0.3333333333333333
-what should be her punishment?? oh hehe idk take sumthing from her that she used is the most or love the most of her stuff that would i take from her haha:),0.0
-woaahhhhhh! Likee dude i'm in youhr backround!!! :D AWESOMEEEE! <3 ilybbyy(: - Marryyyyy!!!!??/ LOL! itss yuhh boo!!! Hahaha Noo durr suckkaaa!!! Nahhh i loveee yuhhhh mooOee!!!,0.0
. .,0.0
. Do you want children? =DD i do do do,0.0
.. STFU TABI ... you may not be fake .... but your a bitch annd need to go back to Idaho .. HOEEE ... orr just go to W'ford.. your better off ther anyways (: .. you have like 1 maybe 2 friends in brock  soooo leave haha okay jordin,1.0
.. are you gay? Deffently Not.. ;),0.3333333333333333
.. i guess im in a relationship/love question mood tonight... ? haha  no problem! Its good! Continue :),0.0
... after the last few... maybe i should stop asking you questions now... haha :-P HAHA! I don't think you will ever stop asking me questions ;) NOT THAT I MIND THOUGH :D Its entertaining :P,0.0
... i c aussies are starting to get smarter now adayz lmao.. lmao woooow u hater thats ok cause i have nothing but love to throw around lol,0.6666666666666666
... isn't a good answer I've been better.,0.0
.... i think you knew how id have reacted.. ;-) remember the other stuff in my dream that 'wasnt so important' well.. now you know what it was.. haha cant believe i just admitted that.. :-o HAHAHA! Seriously?! Are you sure it wasn't actually a joint dream??? Haha! Can't believe I just admitted THAT!  Well yeah  I did want to kiss you  and a combination of my dad sat in the front seat and not knowing how you would react (even though I do know now  and I wish I could re enter my dream and correct it ;);)) was a bit of a put off lol (the dad bit  not you obviously :P). So how was the 'not so important things' in your dream?? ;) ;),0.0
....................................................................................................................................................................' ?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0.0
....I wanna be onn youu.<from your sexy biotchh Ron Burgandy. Hahaha  Oh Bethy.. (: I wanna be on you too 'Ron' (;,0.3333333333333333
....oats Skyla misses y,0.0
...If you want to go back to Idaho so bad why dont you??? ... Texas doesnt want you here anymore than you want to be soo .. just leave!!! i would if i could. and texas is a state. if you want me gone so bad buy me a plane ticket hoe.,1.0
..are you? all you can say lmfaoo. well  your fake everyone knows it  no need to go on about it(: sayoonarra<3 i can say more  IM NOT FAKE,1.0
/gets down on knee's..will you marry me? awww you are so cute <3 if i knew who you were i would say yes lol...,0.0
0o0o d!$ +!m3 my d@d h3@rd d@ 0rq@$m @nd h3 s@!d !+ w@$ @ q00d 0n3. lmfao!!!,0.0
0oo0o0o0o0o0oh h3yyyyyy! i have to sleep :P school in 7 hours lol,0.0
1 dont even know casey. or kasey  however you fucking spell it. but her and laura dont like eachother  so leave them both alone  sooo kaseys little friends hop off her formspring  k thanks(: thanks hunny bunn..,0.3333333333333333
1 mothna llready and not bord told ya !!! like i said time flys when u haven fun =D,0.0
1 person is going to st.Ives But it was how many in total right? O_O CONFUSIN' :'(,0.0
1) Do me a favor and get off maa shitt r thank you  r 2) I dont know who tthaa fuhkk you are. haha bitch smd stupid skank. and learn how to spell proper grammer lmaoo..,0.6666666666666666
1. Are you fake? 2. Who's Cheyenne  Taylor  Tarren  Samantha  Jessica. 3. Do you live in Montana? Cheyenne is the real one. 4. She also has videos of her in school etc. Why is your pics in photobucket 1  no 2  idk..???? help me out give me there myspace  3. no i use to live in idaho but i recently moved to texas.4. i have plenty of pictures at my school  home old home whatever and PLENTY of videos.5 MY PICS ARE IN PHOTO BUCKET???,0.0
1. If I get any random adds I'm blaming you for publishing my addy  unless they afe from you or other amazing people. 2. A jaffa cake is NOT a biscuit it is a cake. hahaha! Jaffa Cake is a cake? But its not really is it? Its kind of a cross I suppose :/ You posted your addy not me :P I hold nooooo responsibility *holds hands up* ;),0.3333333333333333
1. There has even been a legal battle  it is a cake!  2. I sent it two you  you published it :p You sent it to me  the only way I answer it is by answering it :P Tough luck :P lol  Its not a legal battle  but more of a difference of opinions. I was trying to meet half way  I think someone is just stubborn and wants his own way ;) lol,0.0
10 things you want to do before you die 1. sky dive 2. bungie jump 3. visit all the states 4. go to as many concerts as possible 5. spend a day hanging out with some celebs :D 6. travel the world  7. visit all the disneylands in the world 8. work at a job that i love  9. have a family  10. idk for this one haha,0.0
100 bucks says its a girl i bet u 200 dolas its a gurl :D:D,0.0
10pm works my parents dont get home until 12am <33 (You fill in the blanks)....;D i cant.,0.0
11.17pm  im still dressed but it wont be long til im in my jammies :P im eating chinesse take away at th mo  but will get ready for bed after :) I am having German Brots. they are so Yummy wanna share ?? LOL,0.0
123 or 789? what about 456?,0.0
127.0.0.1 696.9.6.9.69,0.0
13.. u said u met me throught marielena.. how? oh lol. and kuss marilena introduced uss??,0.0
13?r you're at the perfect age to learn how to suck dick and give hand jobs. SICKO,1.0
17? Yessss... one day haha(creepy),0.0
2 weeks? WOW i totally change my mind!! thats like sooooo long! im sorry i ever said anything.....NOT  your too young for makeup. especially the amount you were hehe coming from some pussy that doesnt even put their name?pathetic much?,1.0
22nd of August ?^o) lol  is my math good ?:) yess ma'am [,0.0
23 baby..i want yo beef oh really i told you my age go look at your inbox haha:) you want my beef huh:) wat you mean by that:),0.3333333333333333
3 features you get complimented on a lot/most often? My hair  my eyes  my smile.,0.0
3 physical features you get complimented on a lot? Name your least favorite feature? Smile. Ethnicity. Eyes. in that order the most. and my least favorite feature would be my height  but only because forever I wanted to be a model and in America you have to be likeee 7' anorexic giraffe. hahhaa,0.0
3 physical features you get complimented on a lot? butt eyes lips,0.0
3 physical features you get complimented on a lot? smile. eyes. complection,0.0
3 ppl chose french kiss and... 17 chose AUSTRALIAN KISS! MUAH u2665 LOL noiceeee was it worth ben suspended over lol,0.0
3 things that your mom doesn't know about you hmmm..she knows a lot. she doesnt know....uhhh that ive smoked pot before. that i want to change the world more than what i just say out loud. how much i hate money.,0.0
3 wow ashleeee your fakes amuse me lmao  okay  you are retarded to keep this page upp :] your retarded,1.0
3. the quote is from John Tucker Must Die which was on TV tonight. Ohh I see. Well I watched like to minutes of it  and that wasn't even an intense watch. So I don't blame myself :),0.0
4+4 = 8 ;),0.0
44 ???? WTF ? would U ever have sex with an underage girl like me ? No I will talk dirty to you  but would never go all the way,0.3333333333333333
484 264 3364 ; you should call me. okay.,0.0
4A; Do you like the hight you are or would you rather be taller/shorter ? I like me as I am,0.0
4Q - If you could master one skill what would it be? hmmmm play pro soccer lol>333,0.0
4Q? sure,0.0
5 favorite things to eat Anything thai and spicy.r mexican.r Veggies :]r Grapes  strawberries  Fruit. har And Rice. r I love food btw.,0.0
5 weeks ago  that kid was some guy you have always liked and wanted t date Hm  well I'm not positive & it would be really gay to say a name and be wrongg. How 'bout'cha just message or text me? Ha (,0.0
5 words you would use to describe moi? ;-) Amazing  gorgeous  witty  adorable  caring :),0.3333333333333333
5th grade. then 'middle school' is from 6th to 8th grades. then there is high school (9th to 12th grades). at the end of high school we take the SAT which (in addition to our high school grades  recommendations  extracurricular activities..etc..) is a Ohh  the SAT we take 3 times. in year 3  6 and 9. They are obviously more important for you guys though  as we take GCSE's at the same time as you take your SAT's.,0.0
6 dayssss!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! 5 days!!!!!!!!!!!!!!!!!!,0.0
69696969696966999666 <---- orgy i don't know how to respond to this,0.3333333333333333
7 words to describe urself ? Outlaw Independant slut drinker Father Cowboy Intelligent,0.0
71 questions to answer and I PASSED<3 When I'm done  I'll spam you all x2 Kool kisses,0.0
8 dayyss! aww yeah! dude i just gobbled alex o. for the 1st time! weird stuff went down today  i'll tell you tomorrow,0.3333333333333333
809 9501 <----Alexis's Phone Number   Ima post It On Myspace! You little bitch ! haha &you bettter nott ; ill kill you <3,0.6666666666666666
87 57 hut hut hike That's what she said. [,0.0
8=====D~ (|)  LOL,0.0
9 -ish.. i have to go shopping now... :-( i will miss you! <3333 Noooooooooooooooooooooo! :( Well have fun! I shall speak to you on your return :) Try to buy everything you need  then you don't need to depart again ;) haha! <33333333,0.0
9 what grade are you in 11th,0.0
;) kisses,0.0
;)haterssssss hah..,0.3333333333333333
;-) our formspring messages have been getting increasingly dirtier... haha care to comment? on anything? ;-) Haha! My comments would consist of... 1) I don't mind them getting dirtier  it keeps life interesting ;) haha 2) 'One of the many reasons you would be staring at me'? hmmm  and these would be????? ;) 3) I apologise about going insane  but I am better now  so THANK YOU <3 4) I think you should actually visit as soon as actually possible :P I have problems making the first move  but I think you could brake that issue ;) haha! Love the cheese! :P 5) Why am I writing a list??  Haha  anything else you would like to add? Apart from answering these points? :P,0.0
;:)yoo can get witt me hunn Sorryy :/  Imm Takenn<3 Andd Lovinn Everyy Singlee Momentt !,0.0
;D ;),0.0
;D ha ha ha how cum FS won't let me ask you any more Q's ??,0.0
;] i umm smiled and lost my breath for a minute ;] ;D,0.0
< 'i am so mature' cause that's all you know how to say. get a life! formspring is for asking questions. if you really didn't care why do you have a formspringme? you dramatic fake ass ugly immgrant;) SMD!r your gay .r your such a fucking pussy that you dont even put your user name...wowwwr r and learn what immagrant means dumbassr i was.bornn.in.floridaaaaaaa,0.6666666666666666
<3 :) iloveyou,0.0
<3 </3,0.0
<3 </3 ? haha jk! <33,0.0
<3 <33333,0.0
<3 I love you  you're so beautiful.  I wanna be your boyfriend too. sure you do liar,0.0
<3 Lady GaGa & X-tina <3  me encantan <3  no m imxta nd d lo q digan d las 2 <3 A mi me gustaba Cristina pero ps ya esta toda odiosa xD,0.0
<3 u2665 u2665 u2665,0.0
<33 ^_^,0.0
<333 :3,0.0
<3333   <<< enough said ;-) <333333333 a better said :),0.0
<3333333 :3<3,0.0
<333333333333 <33333333333333333333333333333,0.0
<33333r i have to tell you stuff tomorrow bbygrl.r hah. hahah  okey dokey [,0.0
<: O:! HAI!,0.0
<<<<<sooooo how could a girl like you possibly fall for me... it just doesn't make sense... <3 It makes complete sense  I just don't know why you l,0.0
=( =(((((,0.0
=] wat u doing today me going to a party & yew:),0.0
>:D tehehehehe i love you more than a man loves his cookie n_n Aw dear you are amazing  I love you more then pie hehe #ily,0.0
@ b!+(H l!k3 m3 m0@n$Z n $(R3@mSzZ iLyke dat,0.0
@ ifogguitarist .. i LOVE SKYLINES XD .. They're the sexiest car  after Honda Civics XD .. For me anyway :P .. Shay  what was your Baby ?? .. You got a favourite car ?? .. CLARISSA!! do u like skylines as well :O i love u really muchly lol wait i just red the rest of you post lil lady AFTER!!! honda civics??? hmm ill have words with you in a min :P yes my fav in the world are skylines :D,0.0
@LsvcaP :D,0.0
@y3 @l!X $3D yUh wUz j3rk!n oFf t@ q@y p0RN !n hIsz q@r@qe wi+ y0 d@d wtf bxtch clea it iNeva ben ta hiz house,0.0
A Russian woman living in the USA who became famous for modeling  Anna Chapman  was found to be a spy for the Russian Government. What do you think can be done to better keep a country safe from internal spies? If they are determined to spy  there isn't much we can do about it. All we can do is stay vigillant and try to stop them before they do too much damage,0.0
A band you listen to that almost no one knows about? How did you hear about this band? How would you describe their sound? Have you seen them live? Are they different than most of the music you listen to? Would you recommend this band to your friends? I haven't hear any Indy Bands Lately,0.0
A car is broken down on the side of the road; do you stop to help? yes. i have before :) i gave a dude a jump on my way to school hahaha,0.0
A crocodile's digestive juices are supposedly so strong that they can actually digest a steal nail.. =O crazyness I know. right ?? but so kool LOL,0.0
A dear friend is in agony and wants you to help him/her to die. Would you? yes,0.0
A friend  maybe 8 years back made me a sandwich of cheese  mayo  pb  olives and mustard.. lol what is the oddest sandwhich YOU'VE ever had? IDK but I had Dog Stew when I was in Egypt,0.0
A girl name Tarren has half of your pics.  WTF is going on then she is a fake  give me her link.,0.3333333333333333
A good friend of yours recently got with a controlling BF/GF. Their BF/GF doesn't want them spending time with you and forbids them to see or talk to you  and your friend agrees to not talk to you. How do you react? What do you do? D: walk away. fuck em. If my Friendship is that unimportant to him / her  then they can kiss my ass,0.3333333333333333
A good way sweeet! [: why would u sigh though? why not talk to me?! [;,0.0
A hardcore fan of Skins generation 2 is just as big a fan of Skins as someone who likes both generations. Discuss. Ummm  I don't know :/ I think a hardcore fan of Gen 2 is a hardcore fan of skins  a fan of the show  isn't hardcore  just a show :),0.0
"A lot of people ask  ""what color describes you?"" but I honestly don't feel a color can accurately describe me. Do you ever feel like this? If yes  what do you think more accurately describes you? If you always pick a certain color  why this color? Blue calm  cool  static  ( at rest ) but can be vibrant if you mix it up",0.0
A new report finds lead in some baby foods and children's juices. Do food recalls scare you? What do you think should be done to companies who unknowingly poison people with deadly ingredients in products we think are safe? If they do it unknowingly   then they should get off. If it's because of gross negligance  then they should be punished to the fullest extent of the Law,0.0
A pretty little liar is not always pretty agreed? lies are neva pretty,0.0
A ship pulled into the harbour with a cargo full of Weapons of Mass Destruction .. Name as many Weapons of Mass Destruction as you can o_O .. One will do because I don't know any O_o .. lmfao i dont know any so again i cheated and went to my sources and they said bomb so bomb it is,0.0
